Country,Indicator Name,2015-data
Northern Mariana Islands,Poverty gap at $5.50 a day (2011 PPP) (%),
Northern Mariana Islands,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Northern Mariana Islands,Poverty headcount ratio at national poverty lines (% of population),
Northern Mariana Islands,Multidimensional poverty index (scale 0-1),
Northern Mariana Islands,"Multidimensional poverty headcount ratio, male (% of male population)",
Northern Mariana Islands,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Northern Mariana Islands,"Multidimensional poverty headcount ratio, household (% of total households)",
Northern Mariana Islands,"Multidimensional poverty headcount ratio, female (% of female population)",
Northern Mariana Islands,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Northern Mariana Islands,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Northern Mariana Islands,Multidimensional poverty headcount ratio (% of total population),
Northern Mariana Islands,Poverty gap at $3.20 a day (2011 PPP) (%),
Northern Mariana Islands,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Northern Mariana Islands,Gini index (World Bank estimate),
Northern Mariana Islands,Poverty gap at $1.90 a day (2011 PPP) (%),
Northern Mariana Islands,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Northern Mariana Islands,Income share held by lowest 20%,
Northern Mariana Islands,Income share held by lowest 10%,
Northern Mariana Islands,Proportion of people living below 50 percent of median income (%),
Northern Mariana Islands,Income share held by highest 10%,
Northern Mariana Islands,Income share held by highest 20%,
Northern Mariana Islands,Income share held by fourth 20%,
Northern Mariana Islands,Income share held by third 20%,
Northern Mariana Islands,Income share held by second 20%,
Northern Mariana Islands,Population living in slums (% of urban population),
Mozambique,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Mozambique,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Mozambique,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Mozambique,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Mozambique,Poverty gap at $5.50 a day (2011 PPP) (%),
Mozambique,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Mozambique,Poverty headcount ratio at national poverty lines (% of population),
Mozambique,Multidimensional poverty index (scale 0-1),
Mozambique,"Multidimensional poverty headcount ratio, male (% of male population)",
Mozambique,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Mozambique,"Multidimensional poverty headcount ratio, household (% of total households)",
Mozambique,"Multidimensional poverty headcount ratio, female (% of female population)",
Mozambique,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Mozambique,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Mozambique,Multidimensional poverty headcount ratio (% of total population),
Mozambique,Poverty gap at $3.20 a day (2011 PPP) (%),
Mozambique,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Mozambique,Gini index (World Bank estimate),
Mozambique,Poverty gap at $1.90 a day (2011 PPP) (%),
Mozambique,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Mozambique,Income share held by lowest 20%,
Mozambique,Income share held by lowest 10%,
Mozambique,Proportion of people living below 50 percent of median income (%),
Mozambique,Income share held by highest 10%,
Mozambique,Income share held by highest 20%,
Mozambique,Income share held by fourth 20%,
Mozambique,Income share held by third 20%,
Mozambique,Income share held by second 20%,
Mozambique,Population living in slums (% of urban population),
Mauritania,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Mauritania,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Mauritania,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Mauritania,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Mauritania,Poverty gap at $5.50 a day (2011 PPP) (%),
Mauritania,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Mauritania,Poverty headcount ratio at national poverty lines (% of population),
Mauritania,Multidimensional poverty index (scale 0-1),
Mauritania,"Multidimensional poverty headcount ratio, male (% of male population)",
Mauritania,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Mauritania,"Multidimensional poverty headcount ratio, household (% of total households)",
Mauritania,"Multidimensional poverty headcount ratio, female (% of female population)",
Mauritania,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Mauritania,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Mauritania,Multidimensional poverty headcount ratio (% of total population),
Mauritania,Poverty gap at $3.20 a day (2011 PPP) (%),
Mauritania,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Mauritania,Gini index (World Bank estimate),
Mauritania,Poverty gap at $1.90 a day (2011 PPP) (%),
Mauritania,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Mauritania,Income share held by lowest 20%,
Mauritania,Income share held by lowest 10%,
Mauritania,Proportion of people living below 50 percent of median income (%),
Mauritania,Income share held by highest 10%,
Mauritania,Income share held by highest 20%,
Mauritania,Income share held by fourth 20%,
Mauritania,Income share held by third 20%,
Mauritania,Income share held by second 20%,
Mauritania,Population living in slums (% of urban population),
Mauritius,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Mauritius,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Mauritius,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Mauritius,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Mauritius,Poverty gap at $5.50 a day (2011 PPP) (%),
Mauritius,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Mauritius,Poverty headcount ratio at national poverty lines (% of population),
Mauritius,Multidimensional poverty index (scale 0-1),
Mauritius,"Multidimensional poverty headcount ratio, male (% of male population)",
Mauritius,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Mauritius,"Multidimensional poverty headcount ratio, household (% of total households)",
Mauritius,"Multidimensional poverty headcount ratio, female (% of female population)",
Mauritius,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Mauritius,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Mauritius,Multidimensional poverty headcount ratio (% of total population),
Mauritius,Poverty gap at $3.20 a day (2011 PPP) (%),
Mauritius,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Mauritius,Gini index (World Bank estimate),
Mauritius,Poverty gap at $1.90 a day (2011 PPP) (%),
Mauritius,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Mauritius,Income share held by lowest 20%,
Mauritius,Income share held by lowest 10%,
Mauritius,Proportion of people living below 50 percent of median income (%),
Mauritius,Income share held by highest 10%,
Mauritius,Income share held by highest 20%,
Mauritius,Income share held by fourth 20%,
Mauritius,Income share held by third 20%,
Mauritius,Income share held by second 20%,
Mauritius,Population living in slums (% of urban population),
Malawi,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",
Malawi,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",
Malawi,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",
Malawi,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",
Malawi,Poverty gap at $5.50 a day (2011 PPP) (%),
Malawi,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),
Malawi,Poverty headcount ratio at national poverty lines (% of population),
Malawi,Multidimensional poverty index (scale 0-1),
Malawi,"Multidimensional poverty headcount ratio, male (% of male population)",
Malawi,Multidimensional poverty intensity (average share of deprivations experienced by the poor),
Malawi,"Multidimensional poverty headcount ratio, household (% of total households)",
Malawi,"Multidimensional poverty headcount ratio, female (% of female population)",
Malawi,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",
Malawi,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",
Malawi,Multidimensional poverty headcount ratio (% of total population),
Malawi,Poverty gap at $3.20 a day (2011 PPP) (%),
Malawi,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),
Malawi,Gini index (World Bank estimate),
Malawi,Poverty gap at $1.90 a day (2011 PPP) (%),
Malawi,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),
Malawi,Income share held by lowest 20%,
Malawi,Income share held by lowest 10%,
Malawi,Proportion of people living below 50 percent of median income (%),
Malawi,Income share held by highest 10%,
Malawi,Income share held by highest 20%,
Malawi,Income share held by fourth 20%,
Malawi,Income share held by third 20%,
